%HEADER
----------------------------------------------------------------------------
Hemispherical shell subjected to alternating radial forces.
----------------------------------------------------------------------------
Point A = Node 17
Point B = Node 289
The expected load-displacement curves are in the file BenchmarksSze2004.xlsx
----------------------------------------------------------------------------
Ref: Sze, K. Y.; Liu, X. H.; Lo, S. H. (2004) "Popular benchmark problems
for geometric nonlinear analysis of shells. Finite Element in Analysis and 
Design, v. 40, n. 11, p. 1551–1569.
----------------------------------------------------------------------------

%HEADER.ANALYSIS.ALGORITHM
'lcm'

%HEADER.ANALYSIS.MAXIMUM.STEPS
40

%HEADER.ANALYSIS.STEP.FACTOR
0.025

%HEADER.ANALYSIS.MAXIMUM.ITERATIONS
20

%HEADER.ANALYSIS.TOLERANCE
1.0e-06

%NODE
833

%NODE.COORD
833
1        +0.0000000000000000e+00    +9.5100307500000003e+00    +3.0918147600000001e+00
2        +0.0000000000000000e+00    +9.2381744399999999e+00    +3.8283324200000002e+00
3        +0.0000000000000000e+00    +8.9093780500000008e+00    +4.5412535700000003e+00
4        +0.0000000000000000e+00    +8.5256671900000001e+00    +5.2261838899999997e+00
5        +0.0000000000000000e+00    +8.0894069700000006e+00    +5.8789019600000003e+00
6        +0.0000000000000000e+00    +7.6032872200000003e+00    +6.4953846899999998e+00
7        +0.0000000000000000e+00    +7.0703034400000000e+00    +7.0718321800000004e+00
8        +0.0000000000000000e+00    +6.4937405600000000e+00    +7.6046915100000003e+00
9        +0.0000000000000000e+00    +5.8771529200000003e+00    +8.0906782199999991e+00
10       +0.0000000000000000e+00    +5.2243404399999998e+00    +8.5267972899999993e+00
11       +0.0000000000000000e+00    +4.5393271400000001e+00    +8.9103593799999992e+00
12       +0.0000000000000000e+00    +3.8263349500000001e+00    +9.2390022300000005e+00
13       +0.0000000000000000e+00    +3.0897586300000000e+00    +9.5106983199999995e+00
14       +0.0000000000000000e+00    +2.3341383900000001e+00    +9.7237749099999995e+00
15       +0.0000000000000000e+00    +1.5641311400000000e+00    +9.8769168900000004e+00
16       +0.0000000000000000e+00    +7.8448319399999999e-01    +9.9691820100000008e+00
17       +0.0000000000000000e+00    +0.0000000000000000e+00    +1.0000000000000000e+01
18       +3.0305084599999998e-01    +9.5100307500000003e+00    +3.0769269499999998e+00
19       +3.6467650499999998e-01    +9.2447242700000007e+00    +3.7950069900000001e+00
20       +4.2499637600000001e-01    +8.9237766300000008e+00    +4.4928369500000001e+00
21       +4.8373925699999998e-01    +8.5483837099999995e+00    +5.1663455999999996e+00
22       +5.4062485699999996e-01    +8.1200676000000005e+00    +5.8113884899999997e+00
23       +5.9536558399999995e-01    +7.6407222700000004e+00    +6.4237766299999999e+00
24       +6.4766925600000003e-01    +7.1126685099999998e+00    +6.9993190800000002e+00
25       +6.9724333299999997e-01    +6.5386905700000000e+00    +7.5338821400000002e+00
26       +7.4380022300000004e-01    +5.9220657299999999e+00    +8.0234594300000008e+00
27       +7.8706377699999996e-01    +5.2665777199999999e+00    +8.4642601000000006e+00
28       +8.2677626599999998e-01    +4.5765085200000000e+00    +8.8527965500000008e+00
29       +8.6270606500000002e-01    +3.8566067199999998e+00    +9.1859855699999997e+00
30       +8.9465439300000005e-01    +3.1120350399999999e+00    +9.4612274200000002e+00
31       +9.2246300000000003e-01    +2.3482935399999998e+00    +9.6764965099999998e+00
